%TIMESTAMP,Latitude,lontitude,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Pricipitation,Rn,U,WD
201405060345,0,-3.349,-9999,-9999,-9999,-9999,-9999,25.24,0.887,100.98,-9999,-9999,5.6,253.9
201405060400,0,-3.305,-9999,-9999,-9999,-9999,-9999,25.94,0.887,100.98,-9999,-9999,6.8,252
201405060415,0,-3.261,-9999,-9999,-9999,-9999,-9999,26.48,0.904,100.981,-9999,-9999,6.5,254.8
201405060430,0,-3.217,-9999,-9999,-9999,-9999,-9999,26.73,0.903,101.001,-9999,-9999,6,257
201405060445,0,-3.171,-9999,-9999,-9999,-9999,-9999,26.95,0.899,101.01,-9999,-9999,5.3,255.6
201405060500,0,-3.126,-9999,-9999,-9999,-9999,-9999,27.08,0.888,101.005,-9999,-9999,4.8,261.4
201405060515,0,-3.082,-9999,-9999,-9999,-9999,-9999,27.19,0.883,100.991,-9999,-9999,4.7,265.6
201405060530,0,-3.04,-9999,-9999,-9999,-9999,-9999,27.39,0.883,100.991,-9999,-9999,4.8,262.8
201405060545,0,-2.998,-9999,-9999,-9999,-9999,-9999,27.5,0.868,101.015,-9999,-9999,4.6,263
201405060600,0,-2.957,-9999,-9999,-9999,-9999,-9999,27.54,0.86,101.031,-9999,-9999,4.3,266
201405060615,0,-2.916,-9999,-9999,-9999,-9999,-9999,27.61,0.852,101.04,-9999,-9999,4.4,240.6
201405060630,0,-2.874,-9999,-9999,-9999,-9999,-9999,27.6,0.853,101.053,-9999,-9999,4.2,235.1
201405060645,0,-2.832,-9999,-9999,-9999,-9999,-9999,27.51,0.841,101.061,-9999,-9999,3.9,239.6
201405060700,0,-2.789,-9999,-9999,-9999,-9999,-9999,27.59,0.813,101.072,-9999,-9999,3.7,243.4
201405060715,0,-2.747,-9999,-9999,-9999,-9999,-9999,27.85,0.814,101.1,-9999,-9999,5,251.1
201405060730,0,-2.705,-9999,-9999,-9999,-9999,-9999,28.09,0.839,101.134,-9999,-9999,3.8,224.2
201405060745,0,-2.663,-9999,-9999,-9999,-9999,-9999,27.88,0.851,101.153,-9999,-9999,3.5,208.3
201405060800,0,-2.622,-9999,-9999,-9999,-9999,-9999,27.59,0.86,101.179,-9999,-9999,3.3,231.5
201405060815,0,-2.583,-9999,-9999,-9999,-9999,-9999,27.23,0.868,101.211,-9999,-9999,3.4,256.8
201405060830,0,-2.544,-9999,-9999,-9999,-9999,-9999,26.77,0.86,101.235,-9999,-9999,6.9,271.3
201405060845,0,-2.506,-9999,-9999,-9999,-9999,-9999,26.9,0.868,101.239,-9999,-9999,6,240.7
201405060900,0,-2.467,-9999,-9999,-9999,-9999,-9999,26.74,0.881,101.246,-9999,-9999,7.8,246.3
201405060915,0,-2.429,-9999,-9999,-9999,-9999,-9999,26.57,0.881,101.25,-9999,-9999,6.6,249.9
201405060930,0,-2.391,-9999,-9999,-9999,-9999,-9999,26.66,0.87,101.249,-9999,-9999,6.6,258.4
201405060945,0,-2.354,-9999,-9999,-9999,-9999,-9999,27.03,0.867,101.244,-9999,-9999,6.4,245.8
201405061000,0,-2.317,-9999,-9999,-9999,-9999,-9999,26.81,0.87,101.25,-9999,-9999,7.5,232.6
201405061015,0,-2.282,-9999,-9999,-9999,-9999,-9999,26.59,0.873,101.244,-9999,-9999,9.2,213.1
201405061030,0,-2.249,-9999,-9999,-9999,-9999,-9999,26.28,0.885,101.228,-9999,-9999,8.2,214.1
201405061045,0,-2.218,-9999,-9999,-9999,-9999,-9999,26.34,0.868,101.242,-9999,-9999,6.8,224.5
201405061100,0,-2.189,-9999,-9999,-9999,-9999,-9999,26.53,0.848,101.241,-9999,-9999,5.9,236.1
201405061115,0,-2.16,18.5,-13.96,-9999,-99.26,-9999,26.74,0.836,101.222,-9999,-9999,5.4,243.6
201405061130,0,-2.131,18.27,-13.91,-9999,-98.71,-9999,27.19,0.813,101.201,-9999,-9999,4.8,250.4
201405061145,0,-2.101,17.43,-14.49,-9999,-103.29,-9999,27.33,0.776,101.163,-9999,-9999,4.9,265.3
201405061200,0,-2.072,17.52,-14.28,-9999,-101.6,-9999,27.74,0.762,101.156,-9999,-9999,4.4,263.4
201405061215,0,-2.042,17.45,-14.41,-9999,-102.72,-9999,28.02,0.752,101.174,-9999,-9999,4.8,260.2
201405061230,0,-2.013,17.61,-14.31,-9999,-101.38,-9999,28.28,0.748,101.175,-9999,-9999,4.5,257
201405061245,0,-1.983,-9999,-9999,-9999,-9999,-9999,28.34,0.747,101.18,-9999,-9999,4.5,255.9
201405061300,0,-1.953,-9999,-9999,-9999,-9999,-9999,28.52,0.748,101.154,-9999,-9999,5,255.4
201405061315,0,-1.924,18.04,-13.75,-9999,-98.74,-9999,28.56,0.753,101.113,-9999,-9999,5.5,253.4
201405061330,0,-1.895,17.76,-13.9,-9999,-99.8,-9999,28.59,0.744,101.094,-9999,-9999,5.1,253.3
201405061345,0,-1.866,17.81,-13.88,-9999,-99.42,-9999,28.66,0.745,101.092,-9999,-9999,4.7,256.8
201405061400,0,-1.837,17.9,-13.87,-9999,-99.37,-9999,28.64,0.749,101.093,-9999,-9999,4.9,249.3
201405061415,0,-1.808,17.94,-13.82,-9999,-98.88,-9999,28.6,0.752,101.092,-9999,-9999,4.5,258.9
201405061430,0,-1.779,17.8,-13.92,-9999,-99.49,-9999,28.61,0.744,101.06,-9999,-9999,4.2,267.5
201405061445,0,-1.75,17.55,-14.09,-9999,-100.11,-9999,28.7,0.732,101.047,-9999,-9999,4.4,250.9
201405061500,0,-1.721,17.5,-14.3,-9999,-101.04,-9999,28.76,0.725,101.042,-9999,-9999,3.9,254.3
201405061515,0,-1.692,17.51,-14.68,-9999,-103.63,-9999,28.62,0.732,101.041,-9999,-9999,3.9,241.9
201405061530,0,-1.662,17.47,-14.66,-9999,-103.57,-9999,28.6,0.732,101.034,-9999,-9999,4.1,247.1
201405061545,0,-1.633,17.73,-14.53,-9999,-102.52,-9999,28.57,0.746,101.053,-9999,-9999,4.8,241.9
201405061600,0,-1.604,17.81,-14.56,-9999,-102.56,-9999,28.5,0.753,101.067,-9999,-9999,4.4,240.4
201405061615,0,-1.575,17.95,-14.51,-9999,-102.15,-9999,28.4,0.759,101.088,-9999,-9999,4.4,241
201405061630,0,-1.546,18.04,-14.61,-9999,-102.72,-9999,28.24,0.769,101.086,-9999,-9999,3.2,229
201405061645,0,-1.517,18.07,-14.52,-9999,-102.02,-9999,28.1,0.778,101.089,-9999,-9999,3.5,231.2
201405061700,0,-1.488,18.49,-14.13,-9999,-98.59,-9999,28.1,0.794,101.097,-9999,-9999,3.5,230.6
201405061715,0,-1.459,18.51,-14.11,-9999,-98.47,-9999,28.01,0.8,101.103,-9999,-9999,2.7,208.3
201405061730,0,-1.43,18.42,-14.21,-9999,-99.09,-9999,27.88,0.803,101.131,-9999,-9999,2.5,204.9
201405061745,0,-1.401,18.42,-14.17,-9999,-99.1,-9999,27.88,0.804,101.159,-9999,-9999,2.3,214.4
201405061800,0,-1.371,18.56,-14.06,-9999,-98.22,-9999,27.84,0.811,101.173,-9999,-9999,2.2,188.4
201405061815,0,-1.342,18.18,-14.36,-9999,-100.56,-9999,27.8,0.798,101.188,-9999,-9999,2,195.6
201405061830,0,-1.312,18.18,-14.31,-9999,-100.18,-9999,27.84,0.794,101.227,-9999,-9999,1.9,211
201405061845,0,-1.282,18.28,-14.2,-9999,-99.42,-9999,27.88,0.799,101.24,-9999,-9999,1.6,183.6
201405061900,0,-1.252,-9999,-9999,-9999,-9999,-9999,27.8,0.805,101.237,-9999,-9999,1.1,203.5
201405061915,0,-1.223,-9999,-9999,-9999,-9999,-9999,27.71,0.804,101.256,-9999,-9999,0.9,262.1
201405061930,0,-1.195,-9999,-9999,-9999,-9999,-9999,27.8,0.812,101.27,-9999,-9999,0.8,197.3
201405061945,0,-1.166,-9999,-9999,-9999,-9999,-9999,27.68,0.823,101.281,-9999,-9999,2.2,80.6
201405062000,0,-1.138,-9999,-9999,-9999,-9999,-9999,25.42,0.899,101.277,-9999,-9999,14.2,269.8
201405062015,0,-1.109,-9999,-9999,-9999,-9999,-9999,23.55,0.945,101.364,-9999,-9999,6.7,318.4
201405062030,0,-1.08,-9999,-9999,-9999,-9999,-9999,23.15,0.964,101.378,-9999,-9999,2.7,287.8
201405062045,0,-1.051,-9999,-9999,-9999,-9999,-9999,22.99,0.968,101.388,-9999,-9999,1.7,168.9
201405062100,0,-1.022,-9999,-9999,-9999,-9999,-9999,23.33,0.97,101.39,-9999,-9999,1.4,144.6
201405062115,0,-0.993,-9999,-9999,-9999,-9999,-9999,23.59,0.968,101.402,-9999,-9999,2.4,255.3
201405062130,0,-0.965,-9999,-9999,-9999,-9999,-9999,23.91,0.956,101.423,-9999,-9999,5.3,236.9
201405062145,0,-0.936,-9999,-9999,-9999,-9999,-9999,24.16,0.956,101.425,-9999,-9999,5.5,233.2
201405062200,0,-0.907,-9999,-9999,-9999,-9999,-9999,24.12,0.953,101.43,-9999,-9999,3.5,232.4
201405062215,0,-0.878,-9999,-9999,-9999,-9999,-9999,24.08,0.956,101.446,-9999,-9999,3,217.4
201405062230,0,-0.849,-9999,-9999,-9999,-9999,-9999,24.2,0.957,101.447,-9999,-9999,2.8,193.4
201405062245,-0.001,-0.82,-9999,-9999,-9999,-9999,-9999,24.35,0.956,101.43,-9999,-9999,2.9,193.7
201405062300,-0.001,-0.791,-9999,-9999,-9999,-9999,-9999,24.4,0.941,101.421,-9999,-9999,2.9,189.7
201405062315,-0.001,-0.762,-9999,-9999,-9999,-9999,-9999,24.64,0.935,101.42,-9999,-9999,3.4,208.3
201405062330,-0.001,-0.733,-9999,-9999,-9999,-9999,-9999,24.92,0.936,101.417,-9999,-9999,3.1,209.4
201405062345,-0.001,-0.704,-9999,-9999,-9999,-9999,-9999,24.93,0.934,101.406,-9999,-9999,3.3,196.2
201405070000,-0.001,-0.675,-9999,-9999,-9999,-9999,-9999,25.03,0.931,101.4,-9999,-9999,3.3,213.9
201405070015,-0.001,-0.646,-9999,-9999,-9999,-9999,-9999,25.14,0.926,101.4,-9999,-9999,5,219.4
201405070030,-0.001,-0.617,-9999,-9999,-9999,-9999,-9999,25.3,0.922,101.387,-9999,-9999,4.9,226.5
201405070045,-0.001,-0.587,-9999,-9999,-9999,-9999,-9999,25.47,0.914,101.353,-9999,-9999,6.2,214.8
201405070100,-0.002,-0.558,-9999,-9999,-9999,-9999,-9999,25.6,0.905,101.318,-9999,-9999,4.8,209.9
201405070115,-0.002,-0.529,-9999,-9999,-9999,-9999,-9999,25.59,0.906,101.272,-9999,-9999,4.5,193.1
201405070130,-0.002,-0.5,-9999,-9999,-9999,-9999,-9999,25.46,0.908,101.242,-9999,-9999,4.5,190.4
201405070145,-0.002,-0.471,-9999,-9999,-9999,-9999,-9999,25.44,0.908,101.214,-9999,-9999,4.9,171.4
201405070200,-0.002,-0.442,-9999,-9999,-9999,-9999,-9999,25.57,0.906,101.209,-9999,-9999,4.2,190.4
201405070215,-0.002,-0.412,-9999,-9999,-9999,-9999,-9999,25.67,0.898,101.198,-9999,-9999,4.2,196.1
201405070230,-0.002,-0.383,-9999,-9999,-9999,-9999,-9999,25.87,0.898,101.179,-9999,-9999,3.9,199.9
201405070245,-0.002,-0.353,-9999,-9999,-9999,-9999,-9999,25.86,0.895,101.156,-9999,-9999,4.5,202.6
201405070300,-0.002,-0.324,-9999,-9999,-9999,-9999,-9999,25.88,0.883,101.144,-9999,-9999,4.3,215.8
201405070315,-0.002,-0.294,-9999,-9999,-9999,-9999,-9999,25.86,0.877,101.129,-9999,-9999,3.8,208.7
201405070330,-0.002,-0.264,-9999,-9999,-9999,-9999,-9999,25.84,0.88,101.12,-9999,-9999,3.4,212.2
201405070345,-0.003,-0.234,17.94,-18.32,-9999,-133.86,-9999,25.82,0.877,101.12,-9999,-9999,3.2,211.5
201405070400,-0.003,-0.204,17.96,-18.33,-9999,-134.25,-9999,25.85,0.878,101.115,-9999,-9999,3.2,213.5
201405070415,-0.003,-0.181,18.04,-18.12,-9999,-132.53,-9999,26.01,0.873,101.113,-9999,-9999,3.4,218
201405070430,-0.003,-0.161,18.07,-18.04,-9999,-131.79,-9999,26.13,0.871,101.109,-9999,-9999,2.5,213.1
201405070445,-0.003,-0.142,18,-17.97,-9999,-131.36,-9999,26.22,0.864,101.109,-9999,-9999,2.7,227.6
201405070500,-0.003,-0.122,18,-17.79,-9999,-129.75,-9999,26.34,0.857,101.111,-9999,-9999,3.3,230.2
201405070515,-0.003,-0.103,17.9,-17.8,-9999,-129.81,-9999,26.4,0.847,101.12,-9999,-9999,3.5,229.5
201405070530,-0.003,-0.085,17.92,-17.64,-9999,-128.29,-9999,26.55,0.843,101.111,-9999,-9999,3.1,227.1
201405070545,-0.003,-0.067,17.89,-17.54,-9999,-127.79,-9999,26.63,0.837,101.11,-9999,-9999,4,242.8
201405070600,-0.003,-0.052,17.54,-17.89,-9999,-130.73,-9999,26.7,0.818,101.106,-9999,-9999,4.1,242.3
201405070615,-0.003,-0.039,17.67,-17.59,-9999,-128.37,-9999,26.87,0.818,101.1,-9999,-9999,3.7,243.7
201405070630,-0.003,-0.025,17.73,-17.59,-9999,-127.81,-9999,26.9,0.818,101.104,-9999,-9999,3.6,231
201405070645,0,-0.01,17.6,-17.78,-9999,-129.32,-9999,26.9,0.811,101.114,-9999,-9999,3.8,238.4
201405070700,0.002,-0.008,17.51,-17.93,-9999,-130.55,-9999,26.96,0.803,101.121,-9999,-9999,3.5,228.1
201405070715,0.004,-0.008,17.34,-18.05,-9999,-131.66,-9999,27.08,0.791,101.129,-9999,-9999,3.8,225.7
201405070730,0.004,-0.007,17.28,-18.02,-9999,-131.35,-9999,27.26,0.777,101.134,-9999,-9999,3.8,223.5
201405070745,0.005,-0.007,17.05,-18.18,-9999,-132.4,-9999,27.28,0.772,101.155,-9999,-9999,4,229.8
201405070800,0.005,-0.006,17.44,-17.54,-9999,-127.31,-9999,27.34,0.783,101.165,-9999,-9999,3.6,224
201405070815,0.002,-0.008,17.26,-17.79,-9999,-129.36,-9999,27.39,0.775,101.185,-9999,-9999,3.8,243.1
201405070830,0.006,-0.009,17.19,-17.88,-9999,-129.9,-9999,27.38,0.77,101.201,-9999,-9999,3.3,240.2
201405070845,0.01,-0.009,17.25,-17.76,-9999,-128.98,-9999,27.49,0.771,101.186,-9999,-9999,3,235.2
201405070900,0.013,-0.009,17.1,-17.9,-9999,-130.1,-9999,27.58,0.759,101.197,-9999,-9999,2.8,241.7
201405070915,0.015,-0.008,17.23,-17.72,-9999,-128.56,-9999,27.66,0.762,101.206,-9999,-9999,2.4,238.1
201405070930,0.019,-0.008,17.15,-17.75,-9999,-128.91,-9999,27.76,0.754,101.21,-9999,-9999,2,256.3
201405070945,0.023,-0.008,17.18,-17.75,-9999,-128.84,-9999,27.7,0.756,101.207,-9999,-9999,2.5,262.8
201405071000,0.026,-0.008,17.29,-17.54,-9999,-127.22,-9999,27.73,0.762,101.198,-9999,-9999,3,246.1
201405071015,0.029,-0.008,17.35,-17.39,-9999,-126,-9999,27.78,0.761,101.19,-9999,-9999,3,243.4
201405071030,0.032,-0.008,17.29,-17.5,-9999,-126.88,-9999,27.75,0.761,101.176,-9999,-9999,3.1,251.3
201405071045,0.035,-0.008,17.36,-17.35,-9999,-125.68,-9999,27.77,0.764,101.169,-9999,-9999,3.6,250.9
201405071100,0.038,-0.008,17.34,-17.37,-9999,-125.95,-9999,27.79,0.761,101.134,-9999,-9999,4.4,248
201405071115,0.041,-0.008,17.42,-17.2,-9999,-124.59,-9999,27.8,0.762,101.109,-9999,-9999,4.5,244.2
201405071130,0.044,-0.007,17.29,-17.26,-9999,-125.09,-9999,27.8,0.757,101.102,-9999,-9999,5.3,239.8
201405071145,0.046,-0.007,17.37,-17.04,-9999,-123.39,-9999,27.85,0.758,101.076,-9999,-9999,5.4,236.2
201405071200,0.049,-0.007,17.51,-16.98,-9999,-122.79,-9999,27.8,0.768,101.046,-9999,-9999,5.4,228.4
201405071215,0.053,-0.008,17.67,-16.82,-9999,-121.51,-9999,27.8,0.775,101.024,-9999,-9999,5.7,222.8
201405071230,0.055,-0.008,17.66,-16.84,-9999,-121.91,-9999,27.9,0.769,101.029,-9999,-9999,4.7,214.8
201405071245,0.041,-0.022,17.44,-17.14,-9999,-124.09,-9999,27.9,0.766,101.013,-9999,-9999,5.1,223.6
201405071300,0.024,-0.041,-9999,-9999,-9999,-9999,-9999,27.96,0.767,101.018,-9999,-9999,5.4,229.2
201405071315,0.006,-0.057,-9999,-9999,-9999,-9999,-9999,28.1,0.757,100.981,-9999,-9999,5.5,226
201405071330,0.001,-0.057,17.79,-16.29,-9999,-118.22,-9999,28.23,0.762,100.986,-9999,-9999,4.9,229.3
201405071345,0.001,-0.05,17.92,-16.08,-9999,-116.88,-9999,28.25,0.764,101.019,-9999,-9999,4.1,233.7
201405071400,0.001,-0.043,18,-15.95,-9999,-115.85,-9999,28.34,0.766,101.008,-9999,-9999,4.4,234.7
201405071415,0.001,-0.038,17.99,-16.02,-9999,-116.54,-9999,28.49,0.759,100.999,-9999,-9999,4,241.3
201405071430,0.001,-0.034,17.76,-16.27,-9999,-118.47,-9999,28.53,0.746,100.983,-9999,-9999,3.7,239.3
201405071445,0.001,-0.03,17.61,-16.33,-9999,-118.9,-9999,28.7,0.734,100.977,-9999,-9999,3.4,239.6
201405071500,0.001,-0.027,17.59,-16.37,-9999,-118.8,-9999,28.84,0.727,100.97,-9999,-9999,2.9,235.6
201405071515,0.001,-0.024,17.54,-16.51,-9999,-119.69,-9999,28.86,0.723,100.955,-9999,-9999,3.2,239.5
201405071530,0.002,-0.021,17.52,-16.4,-9999,-119.2,-9999,28.69,0.728,100.954,-9999,-9999,3.5,234.5
201405071545,0.002,-0.017,17.47,-16.43,-9999,-119.46,-9999,28.58,0.732,100.933,-9999,-9999,4.1,225.1
201405071600,0.002,-0.014,17.54,-16.25,-9999,-118.07,-9999,28.44,0.739,100.976,-9999,-9999,4.3,219.7
201405071615,0.003,-0.01,17.27,-16.61,-9999,-121.08,-9999,28.4,0.73,100.98,-9999,-9999,4.9,202.4
201405071630,0.004,-0.007,17.33,-16.47,-9999,-120.11,-9999,28.35,0.737,100.987,-9999,-9999,4.3,213.1
201405071645,0.006,-0.003,17.61,-16.15,-9999,-117.3,-9999,28.3,0.75,100.99,-9999,-9999,4,207.1
201405071700,0.007,0.001,17.46,-16.33,-9999,-118.71,-9999,28.3,0.745,100.993,-9999,-9999,4.7,219.6
201405071715,0.008,0.005,17.65,-16.09,-9999,-116.57,-9999,28.3,0.749,100.997,-9999,-9999,4.4,198.3
201405071730,0.009,0.009,17.61,-16.21,-9999,-117.63,-9999,28.3,0.75,101.004,-9999,-9999,4.3,194.8
201405071745,0.01,0.013,17.99,-15.69,-9999,-113.62,-9999,28.29,0.768,101.023,-9999,-9999,4.3,205
201405071800,0.013,0.016,18.08,-15.54,-9999,-112.38,-9999,28.24,0.772,101.033,-9999,-9999,4.3,207.2
201405071815,0.016,0.019,18.39,-14.96,-9999,-108.1,-9999,28.29,0.785,101.046,-9999,-9999,5,197.6
201405071830,0.02,0.019,18.7,-14.56,-9999,-105.05,-9999,28.22,0.799,101.062,-9999,-9999,4.6,193
201405071845,0.023,0.02,18.39,-14.95,-9999,-108.21,-9999,28.17,0.788,101.073,-9999,-9999,5.2,194.6
201405071900,0.026,0.022,18.38,-14.95,-9999,-108.3,-9999,28.25,0.786,101.08,-9999,-9999,5.1,200.7
201405071915,0.029,0.025,18.05,-15.36,-9999,-111.91,-9999,28.21,0.771,101.072,-9999,-9999,5.6,200
201405071930,0.025,0.012,17.9,-15.65,-9999,-114.73,-9999,28.11,0.767,101.037,-9999,-9999,6.4,198.5
201405071945,0.015,-0.016,18.21,-15.25,-9999,-111.42,-9999,28.1,0.784,101.046,-9999,-9999,6.1,192.4
201405072000,0.006,-0.043,18.15,-15.34,-9999,-112.14,-9999,28.1,0.779,101.059,-9999,-9999,5.9,182.3
201405072015,0,-0.052,17.96,-15.63,-9999,-114.74,-9999,28.1,0.773,101.111,-9999,-9999,4.2,181.4
201405072030,0.001,-0.044,18.03,-15.52,-9999,-113.9,-9999,28.1,0.776,101.098,-9999,-9999,4.4,165.1
201405072045,0.001,-0.039,18.36,-15.05,-9999,-110.02,-9999,28.11,0.789,101.143,-9999,-9999,4.9,161.5
201405072100,0.001,-0.034,18.26,-15.12,-9999,-110.53,-9999,28.1,0.784,101.163,-9999,-9999,4.3,163.6
201405072115,0.001,-0.03,18.58,-14.58,-9999,-105.94,-9999,28.1,0.798,101.171,-9999,-9999,4.2,172.7
201405072130,0.002,-0.025,18.63,-14.56,-9999,-105.47,-9999,28.15,0.801,101.167,-9999,-9999,3.9,170.1
201405072145,0.002,-0.021,18.34,-14.92,-9999,-108.26,-9999,28.12,0.786,101.176,-9999,-9999,4.3,169.8
201405072200,0.002,-0.016,18.48,-14.72,-9999,-106.62,-9999,28.22,0.791,101.177,-9999,-9999,3.2,173.3
201405072215,0.002,-0.012,18.44,-14.76,-9999,-106.97,-9999,28.29,0.786,101.179,-9999,-9999,3.1,185.1
201405072230,0.001,-0.006,18.46,-14.73,-9999,-106.72,-9999,28.29,0.788,101.18,-9999,-9999,2.3,182
201405072245,0.001,0,18.4,-14.8,-9999,-107.28,-9999,28.3,0.784,101.171,-9999,-9999,2.5,178.6
201405072300,0.001,0.005,18.3,-14.9,-9999,-108.12,-9999,28.3,0.779,101.152,-9999,-9999,2.9,173.8
201405072315,0,0.008,18.2,-15,-9999,-108.88,-9999,28.3,0.777,101.15,-9999,-9999,3,185.1
201405072330,0.002,0.011,18.29,-14.88,-9999,-107.92,-9999,28.3,0.779,101.157,-9999,-9999,3.1,195.6
201405072345,0.012,-0.005,-9999,-9999,-9999,-9999,-9999,28.24,0.783,101.15,-9999,-9999,3.8,200.2
201405080000,0.011,-0.022,-9999,-9999,-9999,-9999,-9999,28.2,0.776,101.13,-9999,-9999,3.2,189.3
201405080015,0.008,-0.018,-9999,-9999,-9999,-9999,-9999,28.21,0.779,101.126,-9999,-9999,2.5,177.3
201405080030,0.006,-0.008,18.05,-15.06,-9999,-109.58,-9999,28.22,0.772,101.116,-9999,-9999,2.9,170.9
201405080045,0.002,0.003,17.98,-15.22,-9999,-110.85,-9999,28.2,0.769,101.094,-9999,-9999,3.1,173.8
201405080100,-0.01,0.022,18.08,-15.12,-9999,-109.9,-9999,28.2,0.775,101.081,-9999,-9999,3.4,170.3
201405080115,-0.029,0.052,18.07,-15.13,-9999,-109.88,-9999,28.12,0.775,101.048,-9999,-9999,3.9,164.9
201405080130,-0.051,0.087,17.95,-15.24,-9999,-111.05,-9999,28.16,0.769,101.026,-9999,-9999,3.6,171.9
201405080145,-0.073,0.123,18.16,-14.86,-9999,-107.89,-9999,28.13,0.779,101.004,-9999,-9999,4,174.2
201405080200,-0.096,0.16,18.06,-14.92,-9999,-108.36,-9999,28.15,0.774,100.997,-9999,-9999,4.2,175.3
201405080215,-0.12,0.198,18.64,-14.18,-9999,-102.22,-9999,28.12,0.799,100.989,-9999,-9999,4.1,165.5
201405080230,-0.144,0.237,18.45,-14.43,-9999,-104.09,-9999,28.1,0.792,100.98,-9999,-9999,4.6,167.2
201405080245,-0.168,0.275,18,-15.03,-9999,-108.65,-9999,28.12,0.771,100.978,-9999,-9999,4.7,172.1
201405080300,-0.192,0.313,18.83,-14,-9999,-101.04,-9999,28.16,0.81,100.97,-9999,-9999,5.4,167.8
201405080315,-0.216,0.352,18.93,-13.83,-9999,-99.71,-9999,28,0.818,100.967,-9999,-9999,5.2,162.2
201405080330,-0.241,0.391,18.58,-14.19,-9999,-102.49,-9999,28.09,0.798,100.977,-9999,-9999,5.3,153.6
201405080345,-0.266,0.429,18.4,-14.43,-9999,-104.54,-9999,28.16,0.79,100.98,-9999,-9999,5.7,148.8
201405080400,-0.29,0.468,18.84,-14.11,-9999,-102,-9999,28.02,0.816,100.985,-9999,-9999,6.8,159.2
201405080415,-0.314,0.506,18.53,-14.41,-9999,-104.17,-9999,27.89,0.806,100.983,-9999,-9999,7,159.2
201405080430,-0.337,0.545,17.95,-14.97,-9999,-108.58,-9999,28.03,0.777,100.986,-9999,-9999,6.5,150.5
201405080445,-0.359,0.584,17.95,-14.98,-9999,-108.29,-9999,27.87,0.783,100.997,-9999,-9999,6.3,139.7
201405080500,-0.382,0.624,18.05,-14.62,-9999,-106.08,-9999,27.74,0.791,101.008,-9999,-9999,4.5,148.8
201405080515,-0.404,0.663,18.18,-14.13,-9999,-102.57,-9999,28.15,0.779,101.007,-9999,-9999,6,159.9
201405080530,-0.428,0.702,18.14,-14.03,-9999,-101.88,-9999,28.3,0.773,100.998,-9999,-9999,6.1,158.1
201405080545,-0.452,0.74,18.8,-13.28,-9999,-95.78,-9999,28.28,0.802,100.995,-9999,-9999,6.2,155.7
201405080600,-0.476,0.778,18.6,-13.56,-9999,-97.88,-9999,28.2,0.796,101.015,-9999,-9999,5.7,153.4
201405080615,-0.501,0.815,18.62,-13.61,-9999,-98.18,-9999,28.24,0.794,101.043,-9999,-9999,5.9,155.6
201405080630,-0.526,0.852,18.7,-13.4,-9999,-96.38,-9999,28.3,0.798,101.061,-9999,-9999,5.3,146.3
201405080645,-0.549,0.89,18.78,-13.32,-9999,-95.64,-9999,28.37,0.797,101.07,-9999,-9999,6,142.4
201405080700,-0.573,0.929,18.92,-13.26,-9999,-95.22,-9999,28.61,0.791,101.081,-9999,-9999,6.5,139.4
201405080715,-0.596,0.967,19.16,-13.16,-9999,-94.52,-9999,28.57,0.803,101.096,-9999,-9999,6.3,138.9
201405080730,-0.62,1.005,18.55,-13.92,-9999,-100.29,-9999,28.74,0.769,101.114,-9999,-9999,6.2,134.3
201405080745,-0.644,1.043,18.25,-14.36,-9999,-103.75,-9999,29.06,0.748,101.125,-9999,-9999,5.5,130.2
201405080800,-0.668,1.08,17.44,-15.57,-9999,-112.69,-9999,29.09,0.711,101.137,-9999,-9999,5.4,137.3
201405080815,-0.693,1.117,18.7,-13.63,-9999,-98.08,-9999,29.39,0.754,101.149,-9999,-9999,5.5,137.8
201405080830,-0.717,1.155,19.03,-13.34,-9999,-95.95,-9999,28.81,0.79,101.172,-9999,-9999,6.2,153.4
201405080845,-0.74,1.195,18.32,-14.1,-9999,-101.52,-9999,28.67,0.762,101.17,-9999,-9999,5.9,148.1
201405080900,-0.763,1.233,18.15,-14.24,-9999,-102.71,-9999,29.07,0.743,101.169,-9999,-9999,5.5,148.6
201405080915,-0.786,1.272,18.68,-13.61,-9999,-97.56,-9999,29.08,0.76,101.16,-9999,-9999,5.4,146.4
201405080930,-0.81,1.311,18.64,-13.54,-9999,-97.09,-9999,29.29,0.754,101.15,-9999,-9999,4.9,139.1
201405080945,-0.834,1.348,18.68,-13.5,-9999,-96.77,-9999,29.48,0.748,101.148,-9999,-9999,5,133.9
201405081000,-0.859,1.385,18.57,-13.58,-9999,-97.34,-9999,29.27,0.751,101.145,-9999,-9999,5.2,131.1
201405081015,-0.884,1.421,18.58,-13.53,-9999,-96.82,-9999,29.29,0.75,101.15,-9999,-9999,5.2,139.7
201405081030,-0.909,1.459,18.52,-13.47,-9999,-96.6,-9999,29.3,0.748,101.156,-9999,-9999,5.7,142.4
201405081045,-0.933,1.497,18.6,-13.37,-9999,-95.84,-9999,28.97,0.765,101.16,-9999,-9999,5.1,141.3
201405081100,-0.957,1.536,18.83,-13.22,-9999,-94.51,-9999,28.79,0.78,101.151,-9999,-9999,5.2,145.3
201405081115,-0.981,1.575,18.81,-13.37,-9999,-95.88,-9999,28.83,0.779,101.142,-9999,-9999,5.1,139.3
